,0
snogging,4
snoozing,1
snore,2
snored,2
snores,3
snoring,5
snort,2
snorted,4
snorting,1
snorts,1
snout,1
snow,10
snowing,2
snowy,8
snubbed,1
snug,1
so,444
soaked,4
soaking,3
soared,9
soaring,6
sob,6
sobbed,8
sobbing,5
sobered,1
sobs,3
society,3
sockets,1
socks,8
sodden,3
sofa,12
soft,10
soften,3
softly,13
solace,1
solar,1
sold,3
solely,1
solemnly,3
solicitously,1
solid,14
solution,1
solve,1
somber,2
some,108
somebody,27
somehow,17
someone,36
something,187
sometimes,17
somewhat,3
somewhere,8
son,34
song,6
sons,2
soon,28
sooner,8
soot,1
soothing,2
soothingly,3
sophisticated,1
sopophorous,2
sopping,2
sore,1
sorrowful,1
sorry,51
sort,21
sorta,1
sorted,2
sorting,1
sorts,5
sought,3
soul,41
soulfully,1
souls,1
sound,37
sounded,28
sounding,16
soundlessly,1
soundly,1
sounds,19
soup,7
sour,2
source,5
sources,2
souvenirs,1
space,12
spades,4
spangled,3
spare,2
spared,2
sparing,1
sparingly,1
spark,3
sparkled,3
sparkling,2
sparks,1
spat,5
spats,1
spattered,5
spawns,1
speak,50
speaking,32
special,12
specializes,2
speck,1
specks,3
spect,1
spectacles,15
spectacular,6
spectral,1
speculating,1
speculation,3
sped,12
speech,4
speeches,1
speechless,1
speed,5
speeded,1
speeding,4
spell,37
spellbooks,5
spells,25
spend,3
spending,8
spent,10
sphinx,2
sphinxes,1
spider,10
spiders,2
spidery,1
spiked,2
spill,2
spilled,4
spilling,2
spin,1
spindle,3
spine,1
spinner,1
spinning,8
spiral,12
spiraled,1
spirals,1
spirit,6
spirits,4
spite,15
spitting,2
splash,3
splashed,1
splashing,2
splattered,1
splendid,1
splintered,2
splintering,1
split,19
splitting,1
spluttered,5
spluttering,2
spoil,1
spoiled,1
spoke,29
spoken,5
spokeswizards,1
spoon,2
sport,1
sporting,4
spot,34
spotlessly,1
spotlight,1
spots,1
spotted,14
spotty,1
sprang,4
sprawl,1
sprawled,1
sprawling,1
spray,1
spread,12
spreading,2
sprig,1
spring,3
sprint,2
sprinted,14
sprinting,3
sprites,1
sprout,3
sprouted,1
sprouts,7
sprung,1
spun,8
spur,1
spurt,1
spurted,2
spy,6
spying,1
squabbling,1
squalid,1
squalor,1
squandered,1
square,7
squarely,4
squares,1
squashed,2
squashing,1
squashy,1
squat,2
squawk,2
squeaked,11
squeakily,1
squeaks,2
squeaky,3
squeal,3
squealed,5
squealing,1
squeamish,1
squeeze,5
squeezed,7
squelching,1
squid,1
squinted,8
squinting,4
squire,1
squirmed,2
squirming,1
squirted,1
st,1
stab,2
stabbed,1
stabbing,1
stabs,1
stadium,5
staff,30
staffing,1
stage,2
staggered,15
staggering,4
stain,1
stained,2
stains,1
stair,1
staircase,27
stairs,20
stalked,4
stalking,1
stalled,1
stalls,1
stamped,1
stampeding,1
stamping,5
stand,24
standard,1
standards,1
standing,83
stands,6
star,3
stare,7
stared,56
stares,1
staring,60
stark,1
starkly,1
starlike,1
starry,1
stars,5
start,27
started,39
starting,11
startled,12
startling,3
starving,2
stashed,1
state,5
stated,2
statement,3
states,1
station,4
stationary,1
stationed,3
statue,4
status,2
staunchly,1
stay,28
stayed,11
stayin,1
staying,7
steadily,2
steady,7
steaks,1
steal,7
stealing,5
steam,6
steaming,2
steeled,1
steeling,1
steep,4
steeped,1
steeply,1
steer,1
steered,2
stem,2
stench,1
step,11
stepped,34
stepping,4
steps,27
stern,7
sternly,6
stew,2
stews,1
stick,10
sticking,3
sticky,1
stiff,2
stiffened,1
stiffly,6
stifled,3
still,254
stillness,1
stimulant,1
stingers,1
stint,1
stir,7
stirred,3
stirring,4
stirs,2
stitch,3
stock,6
stocking,2
stocky,1
stoically,1
stole,6
stolen,8
stomach,20
stomped,2
stone,35
stoned,2
stones,1
stonier,1
stony,1
stood,81
stooge,1
stool,1
stoop,1
stooped,2
stooping,1
stop,47
stopped,45
stopper,1
stopping,9
stops,1
store,8
stored,1
storeroom,1
stores,1
stories,7
storm,1
stormed,7
stormy,1
story,19
stout,1
stove,4
stowed,6
stowing,1
stragglers,1
straggly,1
straight,19
straighten,2
straightened,8
straightening,6
straighter,2
straightforward,1
strain,3
strained,4
straining,4
strands,1
strange,19
strangely,6
stranger,4
strangers,1
strangest,1
strangle,1
strangled,3
strategy,4
straw,2
stray,2
strayed,1
streak,1
streaked,4
streaking,3
streaks,1
stream,2
streaming,11
street,24
streetlamp,3
streetlamps,2
strength,4
strengthen,1
strengthened,1
stretch,6
stretched,8
stretches,2
stretching,4
strewn,5
stricken,2
strictly,2
stride,3
strides,1
striding,15
strife,1
strike,2
strikes,1
stringent,2
strings,3
strip,1
striped,4
stripy,1
strode,14
stroke,6
stroking,4
stroll,2
strolled,4
strolling,1
strong,9
stronger,6
stronghold,1
strongly,2
struck,8
struggle,4
struggled,7
struggling,6
strung,1
strut,1
stubbornly,5
stubby,1
stuck,9
student,12
students,37
studied,1
study,8
studying,3
stuff,20
stuffed,7
stuffing,6
stuffy,2
stumble,1
stumbled,11
stump,4
stumped,2
stumps,1
stung,2
stunned,14
stunning,1
stupendous,2
stupid,34
stupidest,1
stupidly,1
style,2
stymied,1
subdued,3
subject,33
subjects,3
submerged,1
subsequently,1
subsided,3
substance,6
substitute,2
substituted,1
subtly,1
succeed,6
succeeded,8
succeeding,1
succeeds,2
success,4
successful,2
successfully,1
successor,2
succinct,1
succinctly,1
succulent,1
succumbed,1
such,50
suckers,1
sucking,3
sudden,20
suddenly,62
suffer,2
suffered,2
suffering,5
sufficient,1
sufficiently,1
suffocate,1
suffused,1
sugar,4
sugary,1
suggest,8
suggested,16
suggesting,2
suggestion,3
suggestive,1
suggests,1
suit,9
suitable,1
suitcase,2
suited,2
suits,2
sulked,1
sulky,4
sullen,1
sum,1
summ,1
summary,1
summat,3
summer,22
summon,1
summoning,1
summons,2
sun,10
sunk,1
sunken,3
sunlight,11
sunlit,3
sunny,2
sunset,2
sunshine,2
superiority,2
superiors,1
supervised,1
supper,1
suppers,1
supply,3
support,8
supported,6
supporters,2
suppose,35
supposed,50
supposedly,2
suppress,5
suppressed,2
supreme,1
sure,125
surely,16
surface,24
surfaced,2
surfaces,1
surfacing,1
surly,1
surname,3
surprise,25
surprised,29
surprising,1
surprisingly,2
surreptitiously,5
surrounded,13
surrounding,3
surroundings,1
surveyed,1
surveying,1
survival,1
survive,4
survived,6
survives,3
surviving,1
survivor,1
suspect,5
suspected,7
suspects,1
suspended,4
suspicion,2
suspicions,7
suspicious,9
suspiciously,5
sustain,1
sustained,3
swagger,2
swaggering,1
swallowed,6
swallowing,2
swam,2
swap,1
swapped,1
swapping,1
swarming,2
swayed,2
swaying,1
swear,10
swearing,1
sweat,4
sweater,1
sweaters,2
sweating,4
sweaty,2
sweep,1
sweeping,2
sweet,5
sweetly,1
sweets,2
sweetshop,1
swell,1
swelled,2
swelling,2
swept,13
swiftly,4
swig,3
swill,1
swilled,1
swim,2
swimming,3
swing,2
swinging,4
swipe,2
swiped,1
swirl,1
swirled,2
swirling,14
swishing,1
switched,1
swiveled,1
swiveling,1
swollen,4
swooning,1
swooped,6
swooping,4
swooshing,1
sword,4
swords,1
swore,8
sworn,1
swung,21
sycophantically,1
syllable,1
syllables,1
symbol,1
symbols,2
sympathetic,2
sympathetically,2
sympathize,1
sympathy,3
symptoms,1
system,2
t,1146
ta,1
table,93
tables,9
tablespoonfuls,1
tack,1
tackle,1
tactics,2
tactless,1
tail,8
tailed,4
tailing,1
tails,2
tained,1
take,99
taken,57
takes,3
takin,1
taking,59
tale,5
talent,6
talented,5
talents,3
tales,3
talisman,1
talk,45
talked,3
talkin,1
talking,55
talks,1
tall,19
taller,2
tallest,1
taloned,1
tame,1
tampered,2
tampering,1
tang,1
tangible,1
tangle,1
tangled,6
tangles,1
tantamount,1
tantrum,1
tantrums,1
tap,1
tape,1
tapestry,8
tapeworm,1
tapped,13
tapping,4
tar,1
tardiness,1
target,1
targets,1
tarlike,1
tarnished,3
tart,3
tartan,1
tartly,3
task,10
tassel,1
tasseled,2
taste,5
tasted,2
tasty,1
tattered,1
tattooed,1
taught,17
taunted,1
taunts,1
taut,2
tauten,1
tawnies,1
tawny,1
tchah,1
tea,9
teach,14
teacher,27
teachers,10
teaches,1
teachin,1
teaching,15
teacup,2
team,50
teams,4
teapot,1
tear,5
tearful,2
tearfully,1
tearing,1
tears,31
teasing,1
teaspoon,1
technique,2
teddy,1
tedious,2
teeming,1
teenage,3
teenagers,1
teens,1
teetering,2
teeth,14
telephone,4
telescope,8
tell,159
telling,33
tells,5
temper,5
tempered,2
temple,3
temporarily,5
temporary,2
tempt,1
temptation,5
temptress,1
ten,37
tend,4
tended,2
tendency,2
tender,1
tenfold,2
tennis,1
tense,2
tensely,1
tension,1
tent,1
tentaclelike,2
tentacles,1
tentatively,8
tenterhooks,1
tenth,1
ter,32
tergether,2
term,26
terms,3
terrible,25
terribly,1
terrified,18
territory,1
terror,2
terrorized,2
terrorizing,1
tersely,1
test,13
tested,3
testing,1
tests,3
tethered,1
text,1
textbook,4
textbooks,1
tha,9
than,243
thank,13
thankful,2
thankfully,3
thankfulness,1
thanking,3
thanks,19
that,1995
thatch,1
thatched,1
thatll,1
the,7746
theenk,3
theenking,1
theft,1
their,303
them,519
themselves,23
then,322
theory,6
there,412
thereafter,1
thereby,1
therefore,12
therein,1
these,89
thestral,1
they,592
thick,27
thicker,1
thicket,1
thickets,1
thickly,5
thief,1
thievery,1
thimble,1
thin,29
thing,71
things,73
think,332
thinkers,1
thinkin,1
thinking,37
thinks,11
thinner,4
third,15
thirdly,1
thirds,2
thirst,1
thirsty,1
thirteen,2
thirty,1
this,506
thorny,1
thoroughly,5
those,58
though,295
thought,247
thoughtful,2
thoughtfully,1
thoughts,17
thousand,6
thousands,2
thrashed,2
thrashing,2
thread,2
threadbare,2
threat,4
threaten,2
threatened,6
threatening,3
threateningly,1
threats,1
three,77
threshold,7
threw,25
thrill,1
thrilled,3
thrilling,1
throat,20
throatily,1
throats,2
throaty,2
throbbing,3
throne,1
thronelike,1
throng,2
throttle,1
throttling,1
through,198
throughout,4
throw,7
throwaway,1
throwing,14
thrown,17
thrust,5
thrusting,2
thud,1
thuggish,1
thumb,1
thumbs,2
thumbscrews,1
thump,1
thumped,1
thumping,1
thundered,1
thundering,2
thunderous,1
thunk,1
thus,2
thwart,2
thwarted,2
tiara,2
ticked,1
ticket,1
tickets,2
ticking,1
tickled,1
tickling,1
tide,1
tidings,1
tie,4
tied,3
tight,10
tightened,3
tightening,1
tighter,2
tightly,20
tiled,3
tiles,1
till,6
time,311
timekeeping,1
timely,1
times,36
timetables,1
timidly,1
tin,2
tinge,3
tingling,1
tiniest,3
tinkle,1
tinkled,2
tinkling,8
tinsel,1
tiny,35
tip,16
tipped,13
tipping,1
tips,11
tipsy,1
tiptoe,1
tired,7
tiring,2
title,5
titter,2
tittered,2
to,4240
toad,1
toadlike,1
toadspawn,2
toadstool,3
toast,4
toasted,1
toasters,1
toasting,1
toasts,1
tobacco,1
today,14
toe,2
toenail,1
toenails,1
toes,3
toffee,3
toga,1
together,72
togezzer,1
toilet,3
told,157
tolerance,1
tolerant,2
tolerated,2
tomb,3
tomorrow,13
tone,12
tones,4
tongue,10
tonic,1
tonight,33
too,189
tooding,1
took,97
tools,1
toothache,1
toothless,1
top,58
topic,1
topics,1
topmost,5
topped,2
toppled,5
torch,2
tore,5
torment,1
torn,4
torture,2
tortured,1
torturers,1
tossing,1
total,4
tottering,1
touch,17
touched,12
touches,1
touching,6
touchy,2
tough,4
toughened,1
toughness,2
tour,2
toward,141
towels,1
tower,15
towered,1
towering,3
towns,1
toxic,1
toyed,1
trace,4
traced,2
traces,3
tracing,1
track,9
tracked,3
tracks,8
trade,1
tradition,1
tragedy,1
trail,1
trailing,3
train,27
trained,3
trainer,2
trainers,7
trainin,1
training,3
traipsed,1
traitoA,1
traitor,2
traitors,1
tramp,2
tramped,1
trances,1
transferred,1
transfigured,1
transfixed,2
transform,3
transformation,1
transformed,4
transforming,1
translations,1
transparent,5
transport,2
trap,4
trapped,6
trapping,1
travel,1
traveled,3
traveling,11
travesty,1
trawled,1
tray,10
treacherous,1
treachery,3
treacle,3
tread,1
treasure,3
treasured,2
treasures,3
treat,3
treated,5
treating,3
treatment,3
tree,5
trees,11
treetops,1
tremble,1
trembled,2
trembling,8
tremendous,1
tremendously,1
tremulously,1
trespass,2
trespassed,1
trial,3
trials,7
tribe,1
tribute,3
trick,8
tricked,1
trickery,1
tricking,1
trickle,2
trickled,2
trickling,3
tricks,5
tricky,1
tried,49
trilled,1
trinkets,1
trip,13
tripe,1
triple,2
tripped,3
tripping,1
trips,3
triumph,3
triumphant,1
triumphantly,2
triumphed,1
troll,3
trolley,5
trolls,4
trooped,1
trophies,3
trophy,1
trot,2
trotted,1
trouble,20
troubled,7
trousers,2
trowel,1
trudged,3
true,35
truly,1
trumpet,1
trumpeting,1
trundling,1
trunk,28
trunks,4
trust,24
trusted,4
trusting,3
trusts,5
trustworthy,2
trusty,1
truth,20
truthfully,1
truths,1
try,41
trying,98
tryout,1
tryouts,4
tub,2
tube,2
tuber,1
tubers,1
tucked,2
tucking,1
tufty,1
tug,1
tugged,4
tugging,2
tumbled,1
tumultuous,1
tune,2
tunic,1
tunnel,2
turban,2
turfed,1
turfing,1
turkey,2
turn,35
turned,162
turnin,1
turning,40
turns,4
turrets,1
turtle,1
tussle,1
tutu,2
tutus,1
tweak,2
tweaking,2
twelve,15
twenty,12
twice,20
twiddled,1
twiddling,1
twigs,3
twilight,4
twilit,3
twin,1
twinge,2
twinkled,2
twins,6
twirled,1
twirling,2
twist,1
twisted,7
twisting,8
twitch,2
twitched,6
twitching,2
twitter,1
twittering,3
two,152
type,4
typical,1
tyrants,2
ugliest,1
ugly,9
um,4
umbrella,3
umpteenth,1
un,1
unabashed,1
unable,17
unaccompanied,1
unacknowledged,1
unassuming,1
unavoidable,1
unaware,1
unawares,1
unbearable,1
unbelievable,1
unbelievably,1
unbidden,3
unblinkingly,1
uncanny,3
unceremoniously,4
uncertain,1
uncertainly,6
uncertainty,1
uncharacteristically,1
uncle,11
uncomfortable,15
uncomfortably,7
uncommon,2
uncommonly,1
uncomprehending,1
unconcerned,1
unconscious,3
unconsciously,2
uncontrollably,6
unconvinced,1
unconvincing,3
unconvincingly,1
uncorked,2
uncorking,1
uncouth,1
unctuous,1
undamaged,3
undeceived,1
undeniably,1
under,84
underage,6
underestimate,2
underestimated,1
underestimates,1
underfed,1
underfoot,1
undergone,1
underground,1
undergrowth,1
underlines,1
undermined,1
underneath,9
underside,1
understand,45
understandable,2
understandably,1
understanding,3
understands,1
understatement,1
understood,18
undertaking,1
undertone,2
underwear,1
undetectable,1
undetected,2
undivided,1
undo,1
undoing,1
undoubtedly,12
undying,1
uneasily,1
uneasy,3
unendurable,2
unenthusiastically,2
unexpected,4
unexpectedly,6
unfathomable,1
unfazed,1
unfeeling,1
unfinished,1
unfixed,2
unflatteringly,1
unfocused,1
unfolded,3
unformulated,1
unfortunate,2
unfortunately,9
unfriendly,1
unfroze,1
ungloved,1
ungraciously,1
ungrateful,1
unhappy,4
unheard,3
unhelpful,1
unicorn,4
unidentifiable,1
unimpeded,1
unimportant,1
unimpressed,1
uninjured,6
unintelligible,1
unintentional,1
uninterested,1
unique,2
uniquely,1
unite,1
united,1
unkind,2
unkindly,2
unknown,5
unleash,1
unleashed,1
unless,15
unlike,2
unlikely,10
unlocked,3
unlucky,1
unmarked,2
unmistakable,2
unmistakably,1
unmoving,2
unnatural,1
unnaturally,3
unnecessary,3
unnerved,2
unnerving,1
unnoticed,2
unpack,1
unpleasant,14
unpleasantly,5
unplumbed,1
unprotected,1
unprovoked,1
unqualified,1
unravel,1
unraveled,1
unreadable,2
unreasonable,1
unrecognizable,1
unrecognizably,1
unrelieved,1
unrequited,1
unrolled,4
unrolling,3
unscathed,2
unscrewed,1
unseasonable,1
unseen,2
unsettled,1
unsmashed,1
unsmiling,2
unstable,1
unsteady,1
unsticking,1
unsuccessful,1
unsuccessfully,1
unsupported,1
unsure,1
unsurprised,1
unsuspected,2
unsuspecting,1
untarnished,2
untidy,2
untied,1
until,69
untroubled,2
untruthfully,1
unusual,6
unusually,8
unwanted,1
unwary,1
unwelcome,3
unwell,1
unwilling,2
unwise,3
unwonted,1
unworthy,3
unwrapped,1
unwrapping,2
unyielding,1
up,564
upcoming,3
upending,1
upheaval,2
upholding,1
upholstery,1
uplit,1
upon,140
upper,3
upright,6
uproar,1
uprooted,1
ups,1
upset,12
upshot,1
upside,7
upstairs,9
upswing,1
upturned,2
upward,5
upwards,1
urge,4
urged,2
urgency,1
urgent,2
urgently,1
urging,1
us,133
use,49
used,54
useful,14
useless,2
user,1
uses,2
ushering,1
using,22
usual,45
usually,16
usurping,1
utmost,6
utter,1
uttered,3
uttering,1
utterly,1
vacant,1
vacated,3
vacuum,1
vague,3
vaguely,9
vain,3
valerian,1
valiant,1
valley,6
valuable,4
value,3
valued,2
vampire,5
vanish,7
vanished,36
vanisher,1
vanishing,7
vapors,2
variation,1
variations,1
varied,2
varieties,1
variety,4
various,8
vary,1
vase,3
vast,11
vastly,1
vastness,1
vat,2
vault,1
ve,313
veela,1
vegetable,3
vehemently,1
veil,1
vein,3
veined,1
velvet,14
velvety,2
vengeance,2
venom,4
venomous,1
verge,2
vermin,1
version,1
versions,1
vertical,1
very,296
vibrant,1
vibrate,1
vibrations,1
vicinity,4
vicious,3
viciously,1
victim,1
victims,5
view,22
viewed,1
views,4
vigorous,1
vigorously,1
vilifying,1
village,14
villagers,2
vindictive,1
vine,1
vinegar,2
vines,4
violation,1
violence,2
violent,3
violently,1
violet,2
virtually,1
visible,11
vision,3
visions,1
visit,23
visited,8
visitin,1
visiting,3
visitor,4
visitors,4
visits,4
visualized,1
vivid,2
vividest,1
vocabulary,1
vogue,1
voice,195
voices,9
voicing,1
volition,1
volume,1
voluntarily,1
vomit,1
vomiting,1
voters,1
vouchsafed,1
vulturelike,1
waddled,2
waffling,1
waft,1
wagging,3
wail,4
wailing,2
wails,1
waist,2
waistcoat,3
waistcoated,1
wait,30
waited,20
waiting,39
wake,10
waking,3
walk,20
walked,56
walking,26
walks,1
wall,55
wallpaper,1
walls,24
walrus,4
walruslike,1
wan,3
wand,188
wander,1
wandering,3
wanderings,1
wandless,2
wandlight,4
wandmaker,1
wands,12
wanna,1
want,167
wanted,92
wanting,7
wants,30
war,4
warble,1
warbling,1
ward,6
warding,1
wardrobe,9
warehouse,1
warfare,1
warier,1
warily,1
warlock,1
warlocks,2
warm,11
warmer,1
warming,1
warmly,4
warmth,7
warn,4
warned,5
warning,14
warningly,5
warnings,1
wart,1
warts,1
wary,5
was,2363
washed,2
washing,4
wasn,58
waspishly,1
waste,6
wasted,4
wasting,2
watch,26
watched,32
watching,31
water,72
watering,2
waterlogged,3
waters,2
watery,8
wave,8
waved,16
waves,6
waving,22
wax,1
waxwork,1
waxy,1
way,161
ways,7
we,417
weak,8
weaken,1
weakened,4
weaker,1
weakly,5
weakness,2
weaknesses,2
weapon,1
weapons,1
wear,10
wearily,6
wearing,52
weary,2
weather,11
web,2
webs,1
wedding,4
wedged,1
weedy,1
week,21
weekend,5
weekends,1
weeks,19
weeping,3
weesh,1
weighed,1
weight,5
weightlessly,2
weights,1
weird,5
welcome,11
welcoming,1
well,168
wended,1
went,69
were,578
weren,10
werewolf,16
werewolves,6
wet,11
wetness,1
wha,1
whack,1
what,540
whatever,21
whatsoever,2
wheedle,1
wheedled,1
wheeled,3
wheeling,2
wheezed,2
wheezing,1
wheezy,2
when,330
whence,2
whenever,7
where,153
whereabouts,2
whereas,3
wherever,6
whether,70
which,237
whichever,1
whiff,2
while,97
whiled,1
whilst,1
whim,2
whimpered,1
whiplike,1
whipped,8
whipping,2
whirling,2
whirring,2
whiskers,1
whiskey,3
whisper,18
whispered,50
whispering,8
whispers,2
whistle,6
whistled,1
whistling,2
white,37
whiten,1
whitened,2
whites,1
whizzed,1
who,507
whoever,2
whole,54
wholeheartedly,1
wholly,1
whom,37
whomever,1
whooping,3
whoops,1
whooshing,1
whose,28
why,105
wickedest,1
wide,23
widely,3
widened,2
widening,1
wider,1
wife,2
wig,4
wild,6
wilder,3
wildest,1
wildly,4
wildness,1
will,229
willingly,1
willowy,1
win,6
winced,5
wincing,1
wind,16
winded,1
winding,3
window,56
windowpane,1
windows,35
windowsill,1
winds,1
windy,1
wine,19
wing,21
winged,6
wings,2
winking,2
winner,3
winning,4
wintry,1
wipe,3
wiped,5
wiping,6
wire,3
wireless,3
wiry,2
wisdom,1
wise,2
wisely,3
wiser,1
wish,31
wished,14
wishes,3
wishing,6
wispy,2
witch,19
witchard,1
witches,5
with,1047
withdraw,1
withdrawing,1
withdrawn,3
withdrew,4
withered,4
withheld,1
within,55
without,103
witnessed,5
witnesses,2
wiz,1
wizard,67
wizardishness,1
wizards,26
wizened,2
wobbled,1
wobbling,2
woefully,2
woke,3
woken,3
wolf,1
wolfish,1
woman,23
women,3
won,92
wonder,17
wondered,32
wonderful,7
wondering,19
wonderingly,1
wood,7
wooden,8
woody,1
woolly,1
word,65
wordlessly,4
words,58
wore,8
work,61
worked,13
working,22
workload,1
works,3
workshop,1
world,25
worldly,1
worm,2
worms,2
worn,1
worried,14
worries,2
worrisome,1
worry,26
worrying,3
worse,15
worst,8
worth,12
worthless,1
worthy,3
would,443
wouldn,64
wound,2
wounded,2
wounds,8
wow,1
wracked,1
wrapped,8
wrappers,1
wrappings,2
wrath,1
wreaked,1
wreaking,1
wreck,2
wreckage,4
wrecked,2
wrenched,10
wrest,1
wrestled,1
wrestling,3
wretched,1
wriggle,1
wriggled,1
wriggling,1
wrinkled,1
wrist,3
wrists,1
write,9
writes,2
writhing,4
writing,9
written,8
wrong,44
wrongdoers,1
wrongdoing,1
wrongly,1
wrote,4
wrought,1
wryly,1
y,1
ya,1
yanked,1
yard,8
yards,1
yawn,1
yawned,4
yawning,3
yeah,20
year,102
yearning,1
years,92
yeh,44
yell,7
yelled,27
yelling,6
yellow,13
yellowed,1
yellowish,4
yells,3
yelp,2
yelped,2
yelping,2
yer,5
yes,63
yesterday,3
yet,64
yielded,2
yo,2
you,2117
young,33
younger,12
youngest,1
your,365
yours,7
yourself,28
yourselves,3
youth,4
youthful,2
z,1
zan,1
zat,6
ze,2
zem,1
zere,1
zero,1
zigzagged,1
zigzagging,1
zip,1
zoomed,7
zooming,2
